TIME,NS1_FLOW [m^3 s^-1],NS1_SALT_FLUX [psu m^3 s^-1],NS1_TEMP_FLUX [degrees celsius m^3 s^-1],NS2_FLOW [m^3 s^-1],NS2_SALT_FLUX [psu m^3 s^-1],NS2_TEMP_FLUX [degrees celsius m^3 s^-1]
01/05/2011 03:00:16,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03, -0.1049391E+03, -0.1049938E+04, -0.2098781E+04
01/05/2011 03:15:02,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03, -0.8922473E+02, -0.8925507E+03, -0.1784495E+04
01/05/2011 03:30:55,  0.2000011E+02,  0.0000000E+00,  0.2000011E+03, -0.4939590E+02, -0.4826766E+03, -0.9879181E+03
01/05/2011 03:45:27,  0.2000007E+02,  0.0000000E+00,  0.2000007E+03, -0.1797685E+02, -0.8477825E+02, -0.3595370E+03
01/05/2011 04:00:57,  0.2000010E+02,  0.0000000E+00,  0.2000010E+03, -0.1180910E+00,  0.2354915E+03, -0.2361782E+01
01/05/2011 04:15:47,  0.2000012E+02,  0.0000000E+00,  0.2000012E+03,  0.3067405E+02,  0.1073592E+04,  0.6134809E+03
01/05/2011 04:30:48,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03,  0.5387883E+02,  0.1885759E+04,  0.1077577E+04
01/05/2011 04:45:26,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03,  0.5119551E+02,  0.1791843E+04,  0.1023910E+04
01/05/2011 05:00:46,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03,  0.3129575E+02,  0.1095351E+04,  0.6259149E+03
01/05/2011 05:15:24,  0.2000012E+02,  0.0000000E+00,  0.2000012E+03,  0.3950154E+02,  0.1382554E+04,  0.7900308E+03
01/05/2011 05:30:55,  0.2000011E+02,  0.0000000E+00,  0.2000011E+03,  0.6948854E+02,  0.2432099E+04,  0.1389771E+04
01/05/2011 05:45:36,  0.2000008E+02,  0.0000000E+00,  0.2000008E+03,  0.8386723E+02,  0.2935353E+04,  0.1677344E+04
01/05/2011 06:00:45,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03,  0.9149683E+02,  0.3202389E+04,  0.1829937E+04
01/05/2011 06:15:59,  0.2000008E+02,  0.0000000E+00,  0.2000008E+03,  0.1044966E+03,  0.3657381E+04,  0.2089932E+04
01/05/2011 06:30:27,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03,  0.1214402E+03,  0.4250406E+04,  0.2428803E+04
01/05/2011 06:45:04,  0.2000010E+02,  0.0000000E+00,  0.2000010E+03,  0.1176944E+03,  0.4119303E+04,  0.2353888E+04
01/05/2011 07:00:29,  0.2000009E+02,  0.0000000E+00,  0.2000009E+03,  0.9945122E+02,  0.3480793E+04,  0.1989025E+04
01/05/2011 07:15:03,  0.2000009E+02,  0.0000000E+00,  0.2000009E+03,  0.8665677E+02,  0.3032987E+04,  0.1733135E+04
01/05/2011 07:31:11,  0.2000012E+02,  0.0000000E+00,  0.2000012E+03,  0.8576048E+02,  0.3001617E+04,  0.1715209E+04
01/05/2011 07:46:15,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03,  0.8510764E+02,  0.2978767E+04,  0.1702153E+04
01/05/2011 08:00:11,  0.1999998E+02,  0.0000000E+00,  0.1999998E+03,  0.8322408E+02,  0.2912843E+04,  0.1664482E+04
01/05/2011 08:15:37,  0.2000011E+02,  0.0000000E+00,  0.2000011E+03,  0.7297044E+02,  0.2553966E+04,  0.1459409E+04
01/05/2011 08:30:31,  0.2000006E+02,  0.0000000E+00,  0.2000007E+03,  0.6482938E+02,  0.2269028E+04,  0.1296588E+04
01/05/2011 08:45:14,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03,  0.5605408E+02,  0.1961893E+04,  0.1121082E+04
01/05/2011 09:00:33,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03,  0.4585518E+02,  0.1604931E+04,  0.9171035E+03
01/05/2011 09:15:56,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03,  0.1358638E+02,  0.4759126E+03,  0.2717275E+03
01/05/2011 09:30:54,  0.2000009E+02,  0.0000000E+00,  0.2000008E+03, -0.1446978E+02, -0.5038816E+03, -0.2893957E+03
01/05/2011 09:46:00,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03, -0.2410765E+02, -0.8390814E+03, -0.4821531E+03
01/05/2011 10:01:02,  0.2000008E+02,  0.0000000E+00,  0.2000008E+03, -0.1989216E+02, -0.6911988E+03, -0.3978433E+03
01/05/2011 10:15:53,  0.2000009E+02,  0.0000000E+00,  0.2000009E+03, -0.3161748E+02, -0.1097313E+04, -0.6323496E+03
01/05/2011 10:30:40,  0.2000013E+02,  0.0000000E+00,  0.2000013E+03, -0.4713876E+02, -0.1631673E+04, -0.9427752E+03
01/05/2011 10:45:16,  0.2000002E+02,  0.0000000E+00,  0.2000001E+03, -0.4851488E+02, -0.1672401E+04, -0.9702975E+03
01/05/2011 11:00:03,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.4446174E+02, -0.1525995E+04, -0.8892349E+03
01/05/2011 11:15:28,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.8317246E+02, -0.2830715E+04, -0.1663449E+04
01/05/2011 11:30:40,  0.2000013E+02,  0.0000000E+00,  0.2000013E+03, -0.1305765E+03, -0.4368979E+04, -0.2611531E+04
01/05/2011 11:45:02,  0.1999997E+02,  0.0000000E+00,  0.1999997E+03, -0.1490331E+03, -0.4842826E+04, -0.2980663E+04
01/05/2011 12:00:12,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.1437954E+03, -0.4490493E+04, -0.2875908E+04
01/05/2011 12:15:14,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03, -0.1359258E+03, -0.4044155E+04, -0.2718516E+04
01/05/2011 12:30:40,  0.2000009E+02,  0.0000000E+00,  0.2000009E+03, -0.1310089E+03, -0.3675380E+04, -0.2620177E+04
01/05/2011 12:45:03,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03, -0.1099812E+03, -0.2923120E+04, -0.2199624E+04
01/05/2011 13:00:37,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03, -0.9449458E+02, -0.2375943E+04, -0.1889892E+04
01/05/2011 13:15:24,  0.1999986E+02,  0.0000000E+00,  0.1999986E+03, -0.1005707E+03, -0.2397723E+04, -0.2011413E+04
01/05/2011 13:30:14,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.1210839E+03, -0.2726223E+04, -0.2421679E+04
01/05/2011 13:45:04,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03, -0.1308026E+03, -0.2753952E+04, -0.2616051E+04
01/05/2011 14:00:57,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03, -0.1314799E+03, -0.2567038E+04, -0.2629599E+04
01/05/2011 14:15:27,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03, -0.1208520E+03, -0.2195536E+04, -0.2417039E+04
01/05/2011 14:30:32,  0.1999999E+02,  0.0000000E+00,  0.1999999E+03, -0.1032561E+03, -0.1757199E+04, -0.2065122E+04
01/05/2011 14:45:13,  0.2000012E+02,  0.0000000E+00,  0.2000012E+03, -0.8584207E+02, -0.1384817E+04, -0.1716841E+04
01/05/2011 15:00:09,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03, -0.7052093E+02, -0.1087572E+04, -0.1410418E+04
01/05/2011 15:15:53,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03, -0.4907920E+02, -0.7118485E+03, -0.9815841E+03
01/05/2011 15:30:26,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.3317951E+02, -0.4320027E+03, -0.6635903E+03
01/05/2011 15:45:26,  0.2000010E+02,  0.0000000E+00,  0.2000010E+03, -0.3135014E+02, -0.4019082E+03, -0.6270029E+03
01/05/2011 16:00:55,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03, -0.3610910E+02, -0.4826499E+03, -0.7221820E+03
01/05/2011 16:15:32,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03, -0.1832844E+02, -0.1780110E+03, -0.3665688E+03
01/05/2011 16:30:25,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03,  0.9773232E+01,  0.4417280E+03,  0.1954646E+03
01/05/2011 16:45:12,  0.2000022E+02,  0.0000000E+00,  0.2000022E+03,  0.2433518E+02,  0.8517313E+03,  0.4867036E+03
01/05/2011 17:00:11,  0.2000010E+02,  0.0000000E+00,  0.2000010E+03,  0.2823544E+02,  0.9882403E+03,  0.5647088E+03
01/05/2011 17:15:44,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03,  0.4932516E+02,  0.1726381E+04,  0.9865033E+03
01/05/2011 17:30:53,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03,  0.7439818E+02,  0.2603936E+04,  0.1487964E+04
01/05/2011 17:45:55,  0.2000012E+02,  0.0000000E+00,  0.2000012E+03,  0.7766079E+02,  0.2718128E+04,  0.1553216E+04
01/05/2011 18:00:12,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03,  0.6818991E+02,  0.2386647E+04,  0.1363798E+04
01/05/2011 18:15:58,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03,  0.7899651E+02,  0.2764878E+04,  0.1579930E+04
01/05/2011 18:30:10,  0.1999998E+02,  0.0000000E+00,  0.1999998E+03,  0.1033416E+03,  0.3616955E+04,  0.2066832E+04
01/05/2011 18:45:04,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03,  0.1110303E+03,  0.3886060E+04,  0.2220605E+04
01/05/2011 19:00:25,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03,  0.1073406E+03,  0.3756920E+04,  0.2146812E+04
01/05/2011 19:15:02,  0.1999998E+02,  0.0000000E+00,  0.1999998E+03,  0.1049492E+03,  0.3673224E+04,  0.2098985E+04
01/05/2011 19:30:05,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03,  0.1078413E+03,  0.3774446E+04,  0.2156826E+04
01/05/2011 19:45:24,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03,  0.9922500E+02,  0.3472875E+04,  0.1984500E+04
01/05/2011 20:00:53,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03,  0.8407925E+02,  0.2942774E+04,  0.1681585E+04
01/05/2011 20:15:07,  0.2000009E+02,  0.0000000E+00,  0.2000009E+03,  0.7057549E+02,  0.2470142E+04,  0.1411510E+04
01/05/2011 20:31:12,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03,  0.6216319E+02,  0.2175712E+04,  0.1243264E+04
01/05/2011 20:45:58,  0.2000009E+02,  0.0000000E+00,  0.2000009E+03,  0.5941510E+02,  0.2079528E+04,  0.1188302E+04
01/05/2011 21:00:57,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03,  0.5504986E+02,  0.1926745E+04,  0.1100997E+04
01/05/2011 21:16:02,  0.2000014E+02,  0.0000000E+00,  0.2000014E+03,  0.3445580E+02,  0.1205953E+04,  0.6891159E+03
01/05/2011 21:31:18,  0.2000007E+02,  0.0000000E+00,  0.2000007E+03,  0.9887625E+01,  0.3464171E+03,  0.1977525E+03
01/05/2011 21:45:01,  0.1999995E+02,  0.0000000E+00,  0.1999995E+03, -0.3415883E+00, -0.1108035E+02, -0.6831736E+01
01/05/2011 22:00:06,  0.1999997E+02,  0.0000000E+00,  0.1999997E+03, -0.4360592E+01, -0.1513758E+03, -0.8721185E+02
01/05/2011 22:15:53,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03, -0.3579062E+02, -0.1246674E+04, -0.7158126E+03
01/05/2011 22:31:11,  0.2000010E+02,  0.0000000E+00,  0.2000010E+03, -0.6793287E+02, -0.2359072E+04, -0.1358658E+04
01/05/2011 22:45:10,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03, -0.7755081E+02, -0.2678758E+04, -0.1551016E+04
01/05/2011 23:00:59,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.7351127E+02, -0.2517982E+04, -0.1470226E+04
01/05/2011 23:15:26,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03, -0.9257015E+02, -0.3137903E+04, -0.1851403E+04
01/05/2011 23:30:13,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03, -0.1183466E+03, -0.3936407E+04, -0.2366933E+04
01/05/2011 23:45:24,  0.2000003E+02,  0.0000000E+00,  0.2000002E+03, -0.1235395E+03, -0.3994385E+04, -0.2470790E+04
02/05/2011 00:00:04,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03, -0.1184253E+03, -0.3699185E+04, -0.2368505E+04
02/05/2011 00:15:03,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03, -0.1265749E+03, -0.3809646E+04, -0.2531496E+04
02/05/2011 00:30:09,  0.1999998E+02,  0.0000000E+00,  0.1999998E+03, -0.1415316E+03, -0.4045410E+04, -0.2830631E+04
02/05/2011 00:45:12,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03, -0.1473755E+03, -0.3943552E+04, -0.2947511E+04
02/05/2011 01:01:08,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03, -0.1373793E+03, -0.3424782E+04, -0.2747585E+04
02/05/2011 01:15:14,  0.1999998E+02,  0.0000000E+00,  0.1999998E+03, -0.1392936E+03, -0.3241475E+04, -0.2785871E+04
02/05/2011 01:30:30,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03, -0.1412568E+03, -0.3048553E+04, -0.2825135E+04
02/05/2011 01:45:31,  0.1999999E+02,  0.0000000E+00,  0.1999999E+03, -0.1389307E+03, -0.2778523E+04, -0.2778614E+04
02/05/2011 02:00:55,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03, -0.1274441E+03, -0.2372965E+04, -0.2548881E+04
02/05/2011 02:15:18,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03, -0.1191437E+03, -0.2082061E+04, -0.2382874E+04
02/05/2011 02:30:21,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03, -0.1170568E+03, -0.1930125E+04, -0.2341135E+04
02/05/2011 02:45:26,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03, -0.1121889E+03, -0.1755136E+04, -0.2243777E+04
02/05/2011 03:00:10,  0.1999999E+02,  0.0000000E+00,  0.1999999E+03, -0.1092333E+03, -0.1631128E+04, -0.2184667E+04
02/05/2011 03:15:06,  0.2000007E+02,  0.0000000E+00,  0.2000007E+03, -0.9379435E+02, -0.1335476E+04, -0.1875887E+04
02/05/2011 03:30:11,  0.1999999E+02,  0.0000000E+00,  0.1999999E+03, -0.7730397E+02, -0.1057086E+04, -0.1546080E+04
02/05/2011 03:45:32,  0.2000010E+02,  0.0000000E+00,  0.2000011E+03, -0.6784924E+02, -0.8989682E+03, -0.1356985E+04
02/05/2011 04:00:39,  0.2000010E+02,  0.0000000E+00,  0.2000010E+03, -0.6382637E+02, -0.8269833E+03, -0.1276528E+04
02/05/2011 04:15:23,  0.2000019E+02,  0.0000000E+00,  0.2000020E+03, -0.4014032E+02, -0.4696687E+03, -0.8028066E+03
02/05/2011 04:30:12,  0.2000007E+02,  0.0000000E+00,  0.2000007E+03, -0.1376985E+02, -0.5976152E+02, -0.2753972E+03
02/05/2011 04:45:52,  0.2000008E+02,  0.0000000E+00,  0.2000008E+03, -0.2479685E+01,  0.1628003E+03, -0.4959375E+02
02/05/2011 05:00:35,  0.2000007E+02,  0.0000000E+00,  0.2000007E+03, -0.2593166E+01,  0.1449916E+03, -0.5186335E+02
02/05/2011 05:15:35,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03,  0.1921206E+02,  0.6862445E+03,  0.3842413E+03
02/05/2011 05:30:19,  0.1999996E+02,  0.0000000E+00,  0.1999996E+03,  0.4695519E+02,  0.1643432E+04,  0.9391038E+03
02/05/2011 05:45:24,  0.2000006E+02,  0.0000000E+00,  0.2000007E+03,  0.5533601E+02,  0.1936760E+04,  0.1106720E+04
02/05/2011 06:00:06,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03,  0.5224026E+02,  0.1828409E+04,  0.1044805E+04
02/05/2011 06:15:04,  0.2000007E+02,  0.0000000E+00,  0.2000007E+03,  0.7186313E+02,  0.2515209E+04,  0.1437263E+04
02/05/2011 06:31:01,  0.2000008E+02,  0.0000000E+00,  0.2000008E+03,  0.9492271E+02,  0.3322295E+04,  0.1898454E+04
02/05/2011 06:45:01,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03,  0.1008489E+03,  0.3529711E+04,  0.2016978E+04
02/05/2011 07:01:06,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03,  0.8958798E+02,  0.3135580E+04,  0.1791760E+04
02/05/2011 07:15:04,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03,  0.9663129E+02,  0.3382095E+04,  0.1932626E+04
02/05/2011 07:30:47,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03,  0.1133838E+03,  0.3968434E+04,  0.2267677E+04
02/05/2011 07:46:05,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03,  0.1156085E+03,  0.4046298E+04,  0.2312170E+04
02/05/2011 08:00:27,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03,  0.1092881E+03,  0.3825083E+04,  0.2185761E+04
02/05/2011 08:15:13,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03,  0.1032976E+03,  0.3615415E+04,  0.2065951E+04
02/05/2011 08:30:22,  0.2000008E+02,  0.0000000E+00,  0.2000008E+03,  0.1030870E+03,  0.3608043E+04,  0.2061739E+04
02/05/2011 08:45:48,  0.2000006E+02,  0.0000000E+00,  0.2000005E+03,  0.9632359E+02,  0.3371325E+04,  0.1926472E+04
02/05/2011 09:00:05,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03,  0.8682705E+02,  0.3038947E+04,  0.1736541E+04
02/05/2011 09:15:08,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03,  0.6921828E+02,  0.2422640E+04,  0.1384366E+04
02/05/2011 09:30:29,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03,  0.5344689E+02,  0.1870641E+04,  0.1068938E+04
02/05/2011 09:45:15,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03,  0.4263587E+02,  0.1492255E+04,  0.8527173E+03
02/05/2011 10:00:21,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03,  0.3800278E+02,  0.1330097E+04,  0.7600556E+03
02/05/2011 10:15:27,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03,  0.1897432E+02,  0.6642225E+03,  0.3794864E+03
02/05/2011 10:30:37,  0.2000007E+02,  0.0000000E+00,  0.2000007E+03, -0.3983754E+01, -0.1386378E+03, -0.7967510E+02
02/05/2011 10:45:38,  0.1999997E+02,  0.0000000E+00,  0.1999998E+03, -0.1134883E+02, -0.3958300E+03, -0.2269767E+03
02/05/2011 11:00:19,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.8782186E+01, -0.3060225E+03, -0.1756437E+03
02/05/2011 11:15:33,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03, -0.3474452E+02, -0.1211499E+04, -0.6948903E+03
02/05/2011 11:30:45,  0.2000008E+02,  0.0000000E+00,  0.2000008E+03, -0.7207433E+02, -0.2507965E+04, -0.1441486E+04
02/05/2011 11:45:24,  0.1999999E+02,  0.0000000E+00,  0.1999999E+03, -0.8766650E+02, -0.3036777E+04, -0.1753330E+04
02/05/2011 12:00:20,  0.1999998E+02,  0.0000000E+00,  0.1999998E+03, -0.8566629E+02, -0.2947711E+04, -0.1713326E+04
02/05/2011 12:15:02,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03, -0.1056264E+03, -0.3597646E+04, -0.2112528E+04
02/05/2011 12:30:10,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.1285200E+03, -0.4303332E+04, -0.2570400E+04
02/05/2011 12:45:01,  0.1999994E+02,  0.0000000E+00,  0.1999994E+03, -0.1304873E+03, -0.4256854E+04, -0.2609747E+04
02/05/2011 13:01:16,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.1156502E+03, -0.3655469E+04, -0.2313004E+04
02/05/2011 13:15:12,  0.1999998E+02,  0.0000000E+00,  0.1999998E+03, -0.1184744E+03, -0.3624986E+04, -0.2369489E+04
02/05/2011 13:30:13,  0.2000009E+02,  0.0000000E+00,  0.2000009E+03, -0.1365451E+03, -0.3987382E+04, -0.2730902E+04
02/05/2011 13:45:26,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.1350839E+03, -0.3741095E+04, -0.2701678E+04
02/05/2011 14:00:22,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03, -0.1319645E+03, -0.3439891E+04, -0.2639290E+04
02/05/2011 14:15:14,  0.1999995E+02,  0.0000000E+00,  0.1999995E+03, -0.1237385E+03, -0.3030507E+04, -0.2474770E+04
02/05/2011 14:30:21,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.1159277E+03, -0.2671414E+04, -0.2318553E+04
02/05/2011 14:45:14,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.1052402E+03, -0.2287878E+04, -0.2104804E+04
02/05/2011 15:00:03,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03, -0.9234294E+02, -0.1903557E+04, -0.1846859E+04
02/05/2011 15:15:27,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03, -0.7947803E+02, -0.1557241E+04, -0.1589561E+04
02/05/2011 15:31:02,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03, -0.7394028E+02, -0.1386586E+04, -0.1478805E+04
02/05/2011 15:45:38,  0.1999997E+02,  0.0000000E+00,  0.1999997E+03, -0.7527995E+02, -0.1362672E+04, -0.1505599E+04
02/05/2011 16:00:05,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.7993571E+02, -0.1398115E+04, -0.1598714E+04
02/05/2011 16:15:26,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03, -0.6349497E+02, -0.1058096E+04, -0.1269900E+04
02/05/2011 16:30:20,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.4465133E+02, -0.7031091E+03, -0.8930269E+03
02/05/2011 16:45:55,  0.2000004E+02,  0.0000000E+00,  0.2000004E+03, -0.3266765E+02, -0.4745426E+03, -0.6533531E+03
02/05/2011 17:00:35,  0.1999998E+02,  0.0000000E+00,  0.1999998E+03, -0.2831202E+02, -0.3945616E+03, -0.5662405E+03
02/05/2011 17:15:22,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03, -0.3586593E+01,  0.1010442E+03, -0.7173188E+02
02/05/2011 17:30:19,  0.1999998E+02,  0.0000000E+00,  0.1999998E+03,  0.2573555E+02,  0.9007445E+03,  0.5147111E+03
02/05/2011 17:45:23,  0.2000008E+02,  0.0000000E+00,  0.2000008E+03,  0.3295515E+02,  0.1153430E+04,  0.6591030E+03
02/05/2011 18:00:19,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03,  0.2913735E+02,  0.1019807E+04,  0.5827469E+03
02/05/2011 18:15:45,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03,  0.4670231E+02,  0.1634581E+04,  0.9340462E+03
02/05/2011 18:30:33,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03,  0.7556850E+02,  0.2644897E+04,  0.1511370E+04
02/05/2011 18:45:21,  0.2000007E+02,  0.0000000E+00,  0.2000007E+03,  0.8018105E+02,  0.2806336E+04,  0.1603621E+04
02/05/2011 19:00:24,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03,  0.7530169E+02,  0.2635559E+04,  0.1506034E+04
02/05/2011 19:15:59,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03,  0.8555846E+02,  0.2994546E+04,  0.1711169E+04
02/05/2011 19:30:15,  0.2000006E+02,  0.0000000E+00,  0.2000006E+03,  0.1046146E+03,  0.3661511E+04,  0.2092292E+04
02/05/2011 19:45:52,  0.2000002E+02,  0.0000000E+00,  0.2000002E+03,  0.1054760E+03,  0.3691659E+04,  0.2109520E+04
02/05/2011 20:00:29,  0.2000010E+02,  0.0000000E+00,  0.2000010E+03,  0.9502729E+02,  0.3325955E+04,  0.1900546E+04
02/05/2011 20:15:29,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03,  0.9181384E+02,  0.3213485E+04,  0.1836277E+04
02/05/2011 20:30:52,  0.2000003E+02,  0.0000000E+00,  0.2000003E+03,  0.9785217E+02,  0.3424826E+04,  0.1957043E+04
02/05/2011 20:45:08,  0.2000007E+02,  0.0000000E+00,  0.2000007E+03,  0.9584570E+02,  0.3354600E+04,  0.1916914E+04
02/05/2011 21:00:24,  0.2000014E+02,  0.0000000E+00,  0.2000014E+03,  0.9014458E+02,  0.3155061E+04,  0.1802892E+04
02/05/2011 21:15:21,  0.2000005E+02,  0.0000000E+00,  0.2000005E+03,  0.7333826E+02,  0.2566839E+04,  0.1466765E+04
02/05/2011 21:30:33,  0.2000007E+02,  0.0000000E+00,  0.2000007E+03,  0.6082926E+02,  0.2129024E+04,  0.1216585E+04
02/05/2011 21:45:47,  0.2000000E+02,  0.0000000E+00,  0.2000000E+03,  0.4867407E+02,  0.1703592E+04,  0.9734814E+03
02/05/2011 22:01:05,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03,  0.4237442E+02,  0.1483105E+04,  0.8474883E+03
02/05/2011 22:15:34,  0.2000010E+02,  0.0000000E+00,  0.2000010E+03,  0.1580416E+02,  0.5533360E+03,  0.3160831E+03
02/05/2011 22:30:11,  0.2000001E+02,  0.0000000E+00,  0.2000001E+03, -0.1237260E+02, -0.4310464E+03, -0.2474520E+03
