TIME,NS1_FLOW [m^3 s^-1],NS1_SALT_FLUX [psu m^3 s^-1],NS1_TEMP_FLUX [degrees celsius m^3 s^-1],NS2_FLOW [m^3 s^-1],NS2_SALT_FLUX [psu m^3 s^-1],NS2_TEMP_FLUX [degrees celsius m^3 s^-1]
01/05/2011 18:45:07,  0.2000007E+02, -0.1280681E+02,  0.1860883E+03,  0.1103788E+03,  0.4706782E+04,  0.2233014E+04
01/05/2011 19:00:21,  0.2000011E+02, -0.1479058E+02,  0.1844481E+03,  0.1066653E+03,  0.4560951E+04,  0.2159410E+04
01/05/2011 19:15:27,  0.2000012E+02, -0.1564226E+02,  0.1832280E+03,  0.1037149E+03,  0.4460268E+04,  0.2101796E+04
01/05/2011 19:30:23,  0.2000007E+02, -0.1193341E+02,  0.1872949E+03,  0.1038496E+03,  0.4443406E+04,  0.2105073E+04
01/05/2011 19:45:00,  0.2000009E+02, -0.1198197E+02,  0.1877501E+03,  0.9829321E+02,  0.4239022E+04,  0.1994825E+04
01/05/2011 20:00:45,  0.2000009E+02, -0.8750609E+01,  0.1907279E+03,  0.8851593E+02,  0.3913673E+04,  0.1801205E+04
01/05/2011 20:15:00,  0.2000010E+02, -0.1157618E+02,  0.1882779E+03,  0.7378806E+02,  0.3448451E+04,  0.1509912E+04
01/05/2011 20:30:11,  0.2000009E+02, -0.9086394E+01,  0.1903986E+03,  0.6031917E+02,  0.3020250E+04,  0.1243671E+04
01/05/2011 20:45:06,  0.2000019E+02, -0.1005897E+02,  0.1896466E+03,  0.5798328E+02,  0.2925151E+04,  0.1198015E+04
01/05/2011 21:00:08,  0.2000003E+02, -0.7725153E+01,  0.1923132E+03,  0.5919276E+02,  0.2944523E+04,  0.1222815E+04
01/05/2011 21:15:18,  0.2000006E+02, -0.6470078E+01,  0.1935553E+03,  0.3498793E+02,  0.2187644E+04,  0.7441362E+03
01/05/2011 21:30:11,  0.2000012E+02, -0.8654347E+01,  0.1913625E+03,  0.9657494E+01,  0.1412765E+04,  0.2440586E+03
01/05/2011 21:45:14,  0.2000021E+02, -0.6821742E+01,  0.1931523E+03, -0.2865460E+01,  0.1036165E+04, -0.1756653E+01
01/05/2011 22:00:14,  0.2000007E+02, -0.8129401E+01,  0.1916421E+03, -0.3582233E+01,  0.1015615E+04, -0.1417854E+02
01/05/2011 22:15:02,  0.2000013E+02, -0.1595126E+02,  0.1833820E+03, -0.3334267E+02,  0.1038487E+03, -0.6016719E+03
01/05/2011 22:30:17,  0.2000008E+02, -0.1695898E+02,  0.1818631E+03, -0.6588040E+02, -0.8689985E+03, -0.1242636E+04
01/05/2011 22:45:05,  0.2000010E+02, -0.1188960E+02,  0.1870263E+03, -0.7716523E+02, -0.1180618E+04, -0.1462361E+04
01/05/2011 23:00:04,  0.2000006E+02, -0.7394472E+01,  0.1920486E+03, -0.7367206E+02, -0.1053210E+04, -0.1390553E+04
01/05/2011 23:15:04,  0.2000006E+02, -0.7541072E+01,  0.1919498E+03, -0.9548991E+02, -0.1704336E+04, -0.1819601E+04
01/05/2011 23:30:02,  0.2000011E+02, -0.1111282E+02,  0.1881844E+03, -0.1140126E+03, -0.2237037E+04, -0.2182528E+04
01/05/2011 23:45:30,  0.2000008E+02, -0.1269914E+02,  0.1866611E+03, -0.1208497E+03, -0.2405044E+04, -0.2314046E+04
02/05/2011 00:00:17,  0.2000002E+02, -0.8529874E+01,  0.1911479E+03, -0.1172671E+03, -0.2268797E+04, -0.2240682E+04
02/05/2011 00:15:06,  0.2000006E+02, -0.7446232E+01,  0.1922679E+03, -0.1278758E+03, -0.2565084E+04, -0.2447762E+04
02/05/2011 00:31:14,  0.2000009E+02, -0.9561686E+01,  0.1900737E+03, -0.1414954E+03, -0.2936157E+04, -0.2713249E+04
02/05/2011 00:45:23,  0.2000006E+02, -0.8944149E+01,  0.1906656E+03, -0.1463476E+03, -0.3042437E+04, -0.2805700E+04
02/05/2011 01:00:02,  0.2000002E+02, -0.1408493E+02,  0.1852614E+03, -0.1418612E+03, -0.2866949E+04, -0.2713579E+04
02/05/2011 01:15:16,  0.2000003E+02, -0.1139817E+02,  0.1877280E+03, -0.1400661E+03, -0.2770889E+04, -0.2674111E+04
02/05/2011 01:30:25,  0.2000005E+02, -0.1426256E+02,  0.1845750E+03, -0.1414195E+03, -0.2771739E+04, -0.2696839E+04
02/05/2011 01:45:30,  0.2000001E+02, -0.1339100E+02,  0.1856616E+03, -0.1363322E+03, -0.2588424E+04, -0.2593048E+04
02/05/2011 02:00:06,  0.2000005E+02, -0.9509742E+01,  0.1895457E+03, -0.1286270E+03, -0.2334566E+04, -0.2437873E+04
02/05/2011 02:15:03,  0.2000007E+02, -0.1701267E+02,  0.1813304E+03, -0.1213752E+03, -0.2096563E+04, -0.2291323E+04
02/05/2011 02:30:09,  0.2000008E+02, -0.1940692E+02,  0.1786209E+03, -0.1166880E+03, -0.1949266E+04, -0.2195970E+04
02/05/2011 02:45:37,  0.2000005E+02, -0.1766971E+02,  0.1809642E+03, -0.1140333E+03, -0.1869147E+04, -0.2140788E+04
02/05/2011 03:00:06,  0.2000010E+02, -0.1596906E+02,  0.1830208E+03, -0.1116466E+03, -0.1792914E+04, -0.2090240E+04
02/05/2011 03:15:34,  0.1999999E+02, -0.1369736E+02,  0.1855614E+03, -0.9315015E+02, -0.1231437E+04, -0.1722370E+04
02/05/2011 03:30:21,  0.2000007E+02, -0.1255390E+02,  0.1868498E+03, -0.7729210E+02, -0.7695084E+03, -0.1408136E+04
02/05/2011 03:45:08,  0.1999998E+02, -0.1373249E+02,  0.1856920E+03, -0.6912495E+02, -0.5456227E+03, -0.1245888E+04
02/05/2011 04:00:19,  0.1999995E+02, -0.1445925E+02,  0.1850034E+03, -0.6530815E+02, -0.4436457E+03, -0.1168435E+04
02/05/2011 04:15:04,  0.1999999E+02, -0.1390015E+02,  0.1856260E+03, -0.3967424E+02,  0.3191994E+03, -0.6619908E+03
02/05/2011 04:30:08,  0.2000005E+02, -0.1351351E+02,  0.1860534E+03, -0.1532170E+02,  0.1022496E+04, -0.1832860E+03
02/05/2011 04:45:53,  0.2000005E+02, -0.1397621E+02,  0.1856045E+03, -0.4496481E+01,  0.1309264E+04,  0.2864370E+02
02/05/2011 05:00:59,  0.2000007E+02, -0.1083476E+02,  0.1888534E+03, -0.3978024E+01,  0.1307159E+04,  0.3972062E+02
02/05/2011 05:15:05,  0.2000002E+02, -0.7345850E+01,  0.1924162E+03,  0.2078007E+02,  0.2055115E+04,  0.5278222E+03
02/05/2011 05:30:03,  0.2000016E+02, -0.9001239E+01,  0.1907075E+03,  0.4695655E+02,  0.2823317E+04,  0.1041282E+04
02/05/2011 05:45:30,  0.2000006E+02, -0.1169667E+02,  0.1879275E+03,  0.5457868E+02,  0.3016010E+04,  0.1189219E+04
02/05/2011 06:00:03,  0.2000011E+02, -0.1018859E+02,  0.1894840E+03,  0.5185569E+02,  0.2911459E+04,  0.1135836E+04
02/05/2011 06:15:14,  0.2000010E+02, -0.6635263E+01,  0.1931393E+03,  0.6904707E+02,  0.3432768E+04,  0.1475147E+04
02/05/2011 06:30:10,  0.2000006E+02, -0.1371928E+02,  0.1858098E+03,  0.9195365E+02,  0.4108158E+04,  0.1924034E+04
02/05/2011 06:45:48,  0.2000013E+02, -0.1432745E+02,  0.1851637E+03,  0.9783120E+02,  0.4238414E+04,  0.2036230E+04
02/05/2011 07:00:38,  0.2000009E+02, -0.1756817E+02,  0.1818016E+03,  0.9433960E+02,  0.4096736E+04,  0.1966151E+04
02/05/2011 07:15:52,  0.2000012E+02, -0.1761162E+02,  0.1816714E+03,  0.1030088E+03,  0.4360649E+04,  0.2137630E+04
02/05/2011 07:30:19,  0.2000015E+02, -0.1864316E+02,  0.1807321E+03,  0.1146354E+03,  0.4711147E+04,  0.2366139E+04
02/05/2011 07:45:37,  0.2000012E+02, -0.2272499E+02,  0.1765544E+03,  0.1166840E+03,  0.4744372E+04,  0.2404443E+04
02/05/2011 08:00:02,  0.2000010E+02, -0.2031732E+02,  0.1789194E+03,  0.1101971E+03,  0.4516813E+04,  0.2275694E+04
02/05/2011 08:15:12,  0.2000013E+02, -0.1892390E+02,  0.1805625E+03,  0.1036265E+03,  0.4298315E+04,  0.2146749E+04
02/05/2011 08:30:21,  0.2000009E+02, -0.2379270E+02,  0.1757293E+03,  0.1005883E+03,  0.4192885E+04,  0.2087283E+04
02/05/2011 08:45:06,  0.2000012E+02, -0.2161429E+02,  0.1781433E+03,  0.9488346E+02,  0.3992339E+04,  0.1974023E+04
02/05/2011 09:00:24,  0.2000011E+02, -0.1885772E+02,  0.1811163E+03,  0.8936689E+02,  0.3793014E+04,  0.1863895E+04
02/05/2011 09:15:09,  0.2000009E+02, -0.1690813E+02,  0.1832894E+03,  0.7039486E+02,  0.3172413E+04,  0.1490050E+04
02/05/2011 09:30:07,  0.2000012E+02, -0.1837749E+02,  0.1821949E+03,  0.5284156E+02,  0.2602743E+04,  0.1144784E+04
02/05/2011 09:45:05,  0.1999997E+02, -0.1894301E+02,  0.1817352E+03,  0.4594793E+02,  0.2367125E+04,  0.1008242E+04
02/05/2011 10:00:00,  0.1999994E+02, -0.1533191E+02,  0.1852722E+03,  0.4351768E+02,  0.2268370E+04,  0.9585829E+03
02/05/2011 10:15:14,  0.2000010E+02, -0.1386206E+02,  0.1866836E+03,  0.1980869E+02,  0.1494793E+04,  0.4912433E+03
02/05/2011 10:30:29,  0.2000009E+02, -0.1363920E+02,  0.1869050E+03, -0.3909566E+01,  0.7380866E+03,  0.2552069E+02
02/05/2011 10:45:36,  0.2000006E+02, -0.1148270E+02,  0.1889917E+03, -0.1275548E+02,  0.4590428E+03, -0.1478314E+03
02/05/2011 11:00:46,  0.2000007E+02, -0.7939846E+01,  0.1923383E+03, -0.1058900E+02,  0.5240493E+03, -0.1059916E+03
02/05/2011 11:15:34,  0.2000008E+02, -0.5231351E+01,  0.1950812E+03, -0.3944346E+02, -0.3915050E+03, -0.6730318E+03
02/05/2011 11:30:05,  0.2000006E+02, -0.1649225E+02,  0.1852514E+03, -0.7079890E+02, -0.1365658E+04, -0.1287179E+04
02/05/2011 11:45:00,  0.2000006E+02, -0.2034748E+02,  0.1824839E+03, -0.8496085E+02, -0.1785685E+04, -0.1563242E+04
02/05/2011 12:00:06,  0.2000004E+02, -0.1916604E+02,  0.1837724E+03, -0.8359032E+02, -0.1726684E+04, -0.1536320E+04
02/05/2011 12:15:14,  0.2000003E+02, -0.1688203E+02,  0.1856021E+03, -0.1027281E+03, -0.2318408E+04, -0.1912657E+04
02/05/2011 12:30:05,  0.2000005E+02, -0.1457058E+02,  0.1874517E+03, -0.1237009E+03, -0.2950555E+04, -0.2323337E+04
02/05/2011 12:45:23,  0.2000014E+02, -0.1230539E+02,  0.1892740E+03, -0.1296031E+03, -0.3098065E+04, -0.2437347E+04
02/05/2011 13:00:06,  0.2000008E+02, -0.1134630E+02,  0.1899780E+03, -0.1237517E+03, -0.2884284E+04, -0.2321473E+04
02/05/2011 13:15:27,  0.2000012E+02, -0.1177732E+02,  0.1895176E+03, -0.1245121E+03, -0.2882500E+04, -0.2335752E+04
02/05/2011 13:30:43,  0.2000010E+02, -0.1190565E+02,  0.1892920E+03, -0.1356557E+03, -0.3191633E+04, -0.2552447E+04
02/05/2011 13:45:09,  0.2000006E+02, -0.5318436E+01,  0.1950773E+03, -0.1386527E+03, -0.3244790E+04, -0.2608677E+04
02/05/2011 14:00:01,  0.2000011E+02, -0.7748949E+01,  0.1930080E+03, -0.1316205E+03, -0.2990334E+04, -0.2468122E+04
02/05/2011 14:15:21,  0.2000008E+02, -0.1441336E+02,  0.1883434E+03, -0.1212210E+03, -0.2636117E+04, -0.2261303E+04
02/05/2011 14:30:12,  0.2000014E+02, -0.2009110E+02,  0.1843515E+03, -0.1123058E+03, -0.2334564E+04, -0.2083467E+04
02/05/2011 14:45:30,  0.2000014E+02, -0.2072846E+02,  0.1845164E+03, -0.1041744E+03, -0.2060862E+04, -0.1920702E+04
02/05/2011 15:00:28,  0.2000005E+02, -0.1729450E+02,  0.1871664E+03, -0.9626569E+02, -0.1800275E+04, -0.1762330E+04
02/05/2011 15:15:32,  0.2000008E+02, -0.1351344E+02,  0.1906637E+03, -0.8280412E+02, -0.1377002E+04, -0.1495841E+04
02/05/2011 15:30:14,  0.2000013E+02, -0.1413037E+02,  0.1915483E+03, -0.7507995E+02, -0.1139960E+04, -0.1342538E+04
02/05/2011 15:45:06,  0.2000010E+02, -0.1950485E+02,  0.1868177E+03, -0.7569440E+02, -0.1163481E+04, -0.1352842E+04
02/05/2011 16:00:06,  0.2000012E+02, -0.1925164E+02,  0.1865129E+03, -0.7859920E+02, -0.1254466E+04, -0.1407424E+04
02/05/2011 16:15:01,  0.1999999E+02, -0.1721810E+02,  0.1875759E+03, -0.6325621E+02, -0.7815940E+03, -0.1104889E+04
02/05/2011 16:30:18,  0.2000007E+02, -0.1597734E+02,  0.1879003E+03, -0.4423422E+02, -0.2072498E+03, -0.7317834E+03
02/05/2011 16:45:43,  0.2000004E+02, -0.1555332E+02,  0.1878549E+03, -0.3418774E+02,  0.8370815E+02, -0.5349243E+03
02/05/2011 17:00:29,  0.2000006E+02, -0.1457967E+02,  0.1883648E+03, -0.3074279E+02,  0.1767635E+03, -0.4662888E+03
02/05/2011 17:15:08,  0.2000016E+02, -0.1285985E+02,  0.1895941E+03, -0.4285678E+01,  0.9864492E+03,  0.5270630E+02
02/05/2011 17:30:10,  0.2000013E+02, -0.1291692E+02,  0.1894609E+03,  0.2278171E+02,  0.1800587E+04,  0.5809011E+03
02/05/2011 17:45:51,  0.2000010E+02, -0.1438563E+02,  0.1881442E+03,  0.3202515E+02,  0.2056752E+04,  0.7596019E+03
02/05/2011 18:00:07,  0.2000013E+02, -0.1167418E+02,  0.1902650E+03,  0.3061807E+02,  0.1994180E+04,  0.7318217E+03
02/05/2011 18:15:43,  0.2000012E+02, -0.7555463E+01,  0.1938874E+03,  0.4939442E+02,  0.2572815E+04,  0.1099699E+04
02/05/2011 18:30:09,  0.2000014E+02, -0.1035371E+02,  0.1923159E+03,  0.7263013E+02,  0.3276143E+04,  0.1552134E+04
02/05/2011 18:45:54,  0.2000014E+02, -0.1722747E+02,  0.1868314E+03,  0.8077165E+02,  0.3494926E+04,  0.1707638E+04
02/05/2011 19:00:14,  0.2000011E+02, -0.2816121E+02,  0.1761957E+03,  0.7788269E+02,  0.3374768E+04,  0.1648666E+04
02/05/2011 19:15:31,  0.2000011E+02, -0.2798049E+02,  0.1749942E+03,  0.8761658E+02,  0.3665235E+04,  0.1838121E+04
02/05/2011 19:30:18,  0.2000008E+02, -0.2440450E+02,  0.1775386E+03,  0.1040478E+03,  0.4165366E+04,  0.2157676E+04
02/05/2011 19:45:29,  0.2000011E+02, -0.2407020E+02,  0.1780614E+03,  0.1054749E+03,  0.4186416E+04,  0.2183227E+04
02/05/2011 20:00:15,  0.2000007E+02, -0.2540306E+02,  0.1772693E+03,  0.9726673E+02,  0.3906941E+04,  0.2021230E+04
02/05/2011 20:15:06,  0.2000001E+02, -0.2297941E+02,  0.1789399E+03,  0.9164516E+02,  0.3716007E+04,  0.1910841E+04
02/05/2011 20:31:00,  0.2000008E+02, -0.1463541E+02,  0.1864362E+03,  0.9499274E+02,  0.3812440E+04,  0.1975894E+04
02/05/2011 20:45:25,  0.2000009E+02, -0.1420129E+02,  0.1871352E+03,  0.9422734E+02,  0.3773165E+04,  0.1959718E+04
02/05/2011 21:00:07,  0.2000006E+02, -0.1157566E+02,  0.1891504E+03,  0.8922343E+02,  0.3596901E+04,  0.1860380E+04
02/05/2011 21:15:24,  0.2000006E+02, -0.7185194E+01,  0.1932230E+03,  0.7237892E+02,  0.3044406E+04,  0.1530219E+04
02/05/2011 21:30:04,  0.2000012E+02, -0.8506881E+01,  0.1924306E+03,  0.6283701E+02,  0.2731728E+04,  0.1343852E+04
02/05/2011 21:45:33,  0.2000011E+02, -0.1114840E+02,  0.1900062E+03,  0.5135949E+02,  0.2356654E+04,  0.1119591E+04
02/05/2011 22:00:23,  0.2000015E+02, -0.1280934E+02,  0.1884821E+03,  0.4599652E+02,  0.2173859E+04,  0.1014082E+04
02/05/2011 22:15:02,  0.2000009E+02, -0.1063414E+02,  0.1903586E+03,  0.1671402E+02,  0.1227591E+04,  0.4420529E+03
02/05/2011 22:30:06,  0.2000011E+02, -0.9731908E+01,  0.1913391E+03, -0.1190078E+02,  0.3179161E+03, -0.1143709E+03
